Customer_ID,Booking_Date,Pickup_Location,Destination,No_of_Days,Distance_km,Season,Car_Name,Total_Amount,Total_Cost,Total_Profit,Mode_of_Payment,Additional_Costs,Day_of_Week,Customer_Segment,Seasonal_Demand,Destination_Popularity
275,10/16/2024,Delhi,Mumbai,7,2100,Autumn,Tata Zest,33600,12600,21000,Card,59,Wednesday,Mid-Spender,Off-Peak,Medium
276,10/17/2024,Bangalore,Agra,2,1635,Autumn,Etios,26160,9810,16350,Online,350,Thursday,Mid-Spender,Off-Peak,Low
277,10/18/2024,Rishikesh,Shimla,4,1200,Autumn,Innova,27600,9600,18000,Card,139,Friday,Mid-Spender,Off-Peak,Medium
278,10/19/2024,Goa,Odisha,5,1500,Autumn,Crista,40500,15000,25500,Cash,392,Saturday,High-Spender,Off-Peak,High
279,10/20/2024,Udaipur,Agra,2,2277,Autumn,Crista,61479,22770,38709,Cash,439,Sunday,High-Spender,Off-Peak,Low
280,10/21/2024,Agra,Goa,2,1622,Autumn,Etios,25952,9732,16220,Card,439,Monday,Mid-Spender,Off-Peak,High
281,10/22/2024,Kolkata,Manali,5,1500,Autumn,Etios,24000,9000,15000,Cash,359,Tuesday,Mid-Spender,Off-Peak,Low
282,10/23/2024,Chennai,Jaipur,7,2100,Autumn,Etios,33600,12600,21000,Cash,432,Wednesday,Mid-Spender,Off-Peak,High
283,10/24/2024,Kolkata,Manali,4,1200,Autumn,Tata Zest,19200,7200,12000,Cash,90,Thursday,Budget-Spender,Off-Peak,Low
284,10/25/2024,Kolkata,Odisha,2,600,Autumn,Aura,9600,3600,6000,Online,92,Friday,Budget-Spender,Off-Peak,High
285,10/26/2024,Pune,Jaipur,5,1500,Autumn,Carence,33000,12000,21000,Online,315,Saturday,Mid-Spender,Off-Peak,High
286,10/27/2024,Bangalore,Goa,1,800,Autumn,Aura,12800,4800,8000,Online,496,Sunday,Budget-Spender,Off-Peak,High
287,10/28/2024,Chennai,Bangalore,5,1591,Autumn,Aura,25456,9546,15910,Cash,249,Monday,Mid-Spender,Off-Peak,Low
288,10/29/2024,Goa,Udaipur,5,1500,Autumn,Shift Dizire,24000,9000,15000,Online,113,Tuesday,Mid-Spender,Off-Peak,Medium
289,10/30/2024,Agra,Hyderabad,5,2147,Autumn,Crista,57969,21470,36499,Online,352,Wednesday,High-Spender,Off-Peak,Medium
290,10/31/2024,Rishikesh,Hyderabad,7,2100,Autumn,Etios,33600,12600,21000,Cash,276,Thursday,Mid-Spender,Off-Peak,Medium
291,11/1/2024,Jaipur,Bangalore,7,2100,Summer,Shift Dizire,33600,12600,21000,Online,417,Friday,Mid-Spender,Off-Peak,Low
292,11/2/2024,Bangalore,Kolkata,4,1352,Summer,Shift Dizire,21632,8112,13520,Online,93,Saturday,Budget-Spender,Off-Peak,Low
293,11/3/2024,Delhi,Shimla,5,1500,Summer,Aura,24000,9000,15000,Card,320,Sunday,Mid-Spender,Off-Peak,Medium
294,11/4/2024,Shimla,Jaipur,4,1346,Summer,Aura,21536,8076,13460,Cash,59,Monday,Budget-Spender,Off-Peak,High
295,11/5/2024,Chennai,Odisha,7,2100,Summer,Innova,48300,16800,31500,Online,113,Tuesday,High-Spender,Off-Peak,High
296,11/6/2024,Udaipur,Shimla,1,1998,Summer,Etios,31968,11988,19980,Online,429,Wednesday,Mid-Spender,Off-Peak,Medium
297,11/7/2024,Rishikesh,Odisha,7,2161,Summer,Carence,47542,17288,30254,Card,329,Thursday,High-Spender,Off-Peak,High
298,11/8/2024,Chennai,Bangalore,7,2449,Summer,Artica,46531,17143,29388,Card,180,Friday,High-Spender,Off-Peak,Low
299,11/9/2024,Hyderabad,Bangalore,3,900,Summer,Shift Dizire,14400,5400,9000,Cash,364,Saturday,Budget-Spender,Off-Peak,Low
300,11/10/2024,Bangalore,Varanasi,6,1800,Summer,Aura,28800,10800,18000,Card,422,Sunday,Mid-Spender,Off-Peak,Medium
301,11/11/2024,Kolkata,Manali,4,1881,Summer,Innova,43263,15048,28215,Cash,50,Monday,High-Spender,Off-Peak,Low
302,11/12/2024,Goa,Agra,1,1463,Summer,Aura,23408,8778,14630,Online,221,Tuesday,Budget-Spender,Off-Peak,Low
303,11/13/2024,Chennai,Goa,2,1949,Summer,Crista,52623,19490,33133,Cash,102,Wednesday,High-Spender,Off-Peak,High
304,11/14/2024,Goa,Delhi,3,900,Summer,Toyota Rumion,18900,7200,11700,Cash,405,Thursday,Budget-Spender,Off-Peak,High
305,11/15/2024,Delhi,Pune,7,2100,Summer,Aura,33600,12600,21000,Cash,487,Friday,Mid-Spender,Off-Peak,Low
306,11/16/2024,Jaipur,Kolkata,1,802,Summer,Artica,15238,5614,9624,Online,447,Saturday,Budget-Spender,Off-Peak,Low
307,11/17/2024,Pune,Chennai,3,2280,Summer,Innova,52440,18240,34200,Cash,459,Sunday,High-Spender,Off-Peak,Low
308,11/18/2024,Mumbai,Bangalore,4,1200,Summer,Tata Zest,19200,7200,12000,Cash,494,Monday,Budget-Spender,Off-Peak,Low
309,11/19/2024,Kolkata,Udaipur,1,1606,Summer,Etios,25696,9636,16060,Online,152,Tuesday,Mid-Spender,Off-Peak,Medium
310,11/20/2024,Bangalore,Varanasi,6,2202,Summer,Crista,59454,22020,37434,Online,76,Wednesday,High-Spender,Off-Peak,Medium
311,11/21/2024,Shimla,Jaipur,4,1565,Summer,Shift Dizire,25040,9390,15650,Cash,141,Thursday,Mid-Spender,Off-Peak,High
312,11/22/2024,Chennai,Udaipur,1,1541,Summer,Carence,33902,12328,21574,Online,201,Friday,Mid-Spender,Off-Peak,Medium
313,11/23/2024,Mumbai,Hyderabad,5,1500,Summer,Etios,24000,9000,15000,Online,469,Saturday,Mid-Spender,Off-Peak,Medium
314,11/24/2024,Odisha,Jaipur,4,1220,Summer,Shift Dizire,19520,7320,12200,Cash,127,Sunday,Budget-Spender,Off-Peak,High
315,11/25/2024,Manali,Bangalore,1,376,Summer,Shift Dizire,6016,2256,3760,Card,258,Monday,Budget-Spender,Off-Peak,Low
316,11/26/2024,Delhi,Hyderabad,3,1588,Summer,Shift Dizire,25408,9528,15880,Online,201,Tuesday,Mid-Spender,Off-Peak,Medium
317,11/27/2024,Pune,Manali,7,2100,Summer,Shift Dizire,33600,12600,21000,Card,127,Wednesday,Mid-Spender,Off-Peak,Low
318,11/28/2024,Hyderabad,Odisha,4,1200,Summer,Carence,26400,9600,16800,Online,315,Thursday,Mid-Spender,Off-Peak,High
319,11/29/2024,Manali,Rishikesh,6,1800,Summer,Artica,34200,12600,21600,Cash,462,Friday,Mid-Spender,Off-Peak,High
320,11/30/2024,Jaipur,Odisha,5,1500,Summer,Innova,34500,12000,22500,Online,68,Saturday,Mid-Spender,Off-Peak,High
321,12/1/2024,Shimla,Delhi,2,1052,Winter,Shift Dizire,16832,6312,10520,Card,397,Sunday,Budget-Spender,Peak,High
322,12/2/2024,Odisha,Kolkata,5,1500,Winter,Shift Dizire,24000,9000,15000,Card,165,Monday,Mid-Spender,Peak,Low
323,12/3/2024,Bangalore,Delhi,2,615,Winter,Carence,13530,4920,8610,Card,56,Tuesday,Budget-Spender,Peak,High
324,12/4/2024,Manali,Bangalore,6,2193,Winter,Artica,41667,15351,26316,Online,203,Wednesday,High-Spender,Peak,Low
325,12/5/2024,Shimla,Varanasi,1,1707,Winter,Innova,39261,13656,25605,Card,295,Thursday,Mid-Spender,Peak,Medium
326,12/6/2024,Jaipur,Shimla,2,2102,Winter,Artica,39938,14714,25224,Card,254,Friday,High-Spender,Peak,Medium
327,12/7/2024,Jaipur,Delhi,5,1500,Winter,Crista,40500,15000,25500,Cash,383,Saturday,High-Spender,Peak,High
328,12/8/2024,Mumbai,Udaipur,4,1229,Winter,Etios,19664,7374,12290,Cash,379,Sunday,Budget-Spender,Peak,Medium
329,12/9/2024,Hyderabad,Goa,5,1633,Winter,Shift Dizire,26128,9798,16330,Card,486,Monday,Mid-Spender,Peak,High
330,12/10/2024,Hyderabad,Rishikesh,5,2288,Winter,Crista,61776,22880,38896,Card,238,Tuesday,High-Spender,Peak,High
331,12/11/2024,Agra,Manali,2,917,Winter,Artica,17423,6419,11004,Online,412,Wednesday,Budget-Spender,Peak,Low
332,12/12/2024,Kolkata,Odisha,5,1500,Winter,Shift Dizire,24000,9000,15000,Card,339,Thursday,Mid-Spender,Peak,High
333,12/13/2024,Odisha,Rishikesh,7,2100,Winter,Shift Dizire,33600,12600,21000,Cash,182,Friday,Mid-Spender,Peak,High
334,12/14/2024,Shimla,Manali,5,1500,Winter,Aura,24000,9000,15000,Online,384,Saturday,Mid-Spender,Peak,Low
335,12/15/2024,Chennai,Shimla,6,2024,Winter,Crista,54648,20240,34408,Card,416,Sunday,High-Spender,Peak,Medium
336,12/16/2024,Bangalore,Odisha,7,2100,Winter,Artica,39900,14700,25200,Online,390,Monday,Mid-Spender,Peak,High
337,12/17/2024,Udaipur,Agra,2,1249,Winter,Artica,23731,8743,14988,Online,362,Tuesday,Mid-Spender,Peak,Low
338,12/18/2024,Rishikesh,Varanasi,2,2101,Winter,Innova,48323,16808,31515,Online,338,Wednesday,High-Spender,Peak,Medium
339,12/19/2024,Mumbai,Odisha,7,2303,Winter,Carence,50666,18424,32242,Online,382,Thursday,High-Spender,Peak,High
340,12/20/2024,Hyderabad,Varanasi,4,1200,Winter,Crista,32400,12000,20400,Card,131,Friday,Mid-Spender,Peak,Medium
341,12/21/2024,Mumbai,Goa,4,1200,Winter,Tata Zest,19200,7200,12000,Cash,55,Saturday,Budget-Spender,Peak,High
342,12/22/2024,Odisha,Hyderabad,4,1869,Winter,Artica,35511,13083,22428,Cash,159,Sunday,Mid-Spender,Peak,Medium
343,12/23/2024,Chennai,Odisha,7,2100,Winter,Shift Dizire,33600,12600,21000,Online,393,Monday,Mid-Spender,Peak,High
344,12/24/2024,Agra,Jaipur,3,1616,Winter,Carence,35552,12928,22624,Card,361,Tuesday,Mid-Spender,Peak,High
345,12/25/2024,Chennai,Odisha,3,1391,Winter,Aura,22256,8346,13910,Online,465,Wednesday,Budget-Spender,Peak,High
346,12/26/2024,Jaipur,Goa,6,1800,Winter,Crista,48600,18000,30600,Online,62,Thursday,High-Spender,Peak,High
347,12/27/2024,Hyderabad,Kolkata,5,1500,Winter,Aura,24000,9000,15000,Card,484,Friday,Mid-Spender,Peak,Low
348,12/28/2024,Jaipur,Udaipur,6,1882,Winter,Toyota Rumion,39522,15056,24466,Card,452,Saturday,Mid-Spender,Peak,Medium
349,12/29/2024,Kolkata,Mumbai,4,2452,Winter,Aura,39232,14712,24520,Card,179,Sunday,Mid-Spender,Peak,Medium
350,12/30/2024,Jaipur,Delhi,5,2302,Winter,Etios,36832,13812,23020,Cash,412,Monday,Mid-Spender,Peak,High
351,12/31/2024,Pune,Delhi,2,600,Winter,Aura,9600,3600,6000,Card,462,Tuesday,Budget-Spender,Peak,High
352,1/1/2025,Jaipur,Rishikesh,7,2100,Winter,Artica,39900,14700,25200,Cash,152,Wednesday,Mid-Spender,Peak,High
353,1/2/2025,Goa,Jaipur,2,2470,Winter,Aura,39520,14820,24700,Cash,244,Thursday,Mid-Spender,Peak,High
354,1/3/2025,Hyderabad,Udaipur,2,2160,Winter,Tata Zest,34560,12960,21600,Card,230,Friday,Mid-Spender,Peak,Medium
355,1/4/2025,Chennai,Mumbai,7,2190,Winter,Toyota Rumion,45990,17520,28470,Cash,114,Saturday,High-Spender,Peak,Medium
356,1/5/2025,Delhi,Shimla,6,1800,Winter,Tata Zest,28800,10800,18000,Card,409,Sunday,Mid-Spender,Peak,Medium
357,1/6/2025,Chennai,Varanasi,4,1200,Winter,Toyota Rumion,25200,9600,15600,Cash,342,Monday,Mid-Spender,Peak,Medium
358,1/7/2025,Mumbai,Goa,4,1200,Winter,Tata Zest,19200,7200,12000,Card,134,Tuesday,Budget-Spender,Peak,High
359,1/8/2025,Chennai,Hyderabad,6,1800,Winter,Tata Zest,28800,10800,18000,Cash,203,Wednesday,Mid-Spender,Peak,Medium
360,1/9/2025,Varanasi,Delhi,7,2100,Winter,Carence,46200,16800,29400,Card,125,Thursday,High-Spender,Peak,High
361,1/10/2025,Pune,Odisha,4,1200,Winter,Innova,27600,9600,18000,Cash,333,Friday,Mid-Spender,Peak,High
362,1/11/2025,Hyderabad,Delhi,7,2100,Winter,Toyota Rumion,44100,16800,27300,Online,76,Saturday,High-Spender,Peak,High
363,1/12/2025,Bangalore,Udaipur,5,1500,Winter,Etios,24000,9000,15000,Cash,495,Sunday,Mid-Spender,Peak,Medium
364,1/13/2025,Mumbai,Bangalore,3,900,Winter,Toyota Rumion,18900,7200,11700,Online,224,Monday,Budget-Spender,Peak,Low
365,1/14/2025,Varanasi,Pune,3,1131,Winter,Crista,30537,11310,19227,Cash,203,Tuesday,Mid-Spender,Peak,Low
366,1/15/2025,Kolkata,Varanasi,5,1885,Winter,Etios,30160,11310,18850,Online,236,Wednesday,Mid-Spender,Peak,Medium
367,1/16/2025,Pune,Goa,5,1500,Winter,Aura,24000,9000,15000,Card,437,Thursday,Mid-Spender,Peak,High
368,1/17/2025,Agra,Goa,6,1906,Winter,Shift Dizire,30496,11436,19060,Cash,454,Friday,Mid-Spender,Peak,High
369,1/18/2025,Mumbai,Kolkata,3,900,Winter,Innova,20700,7200,13500,Card,84,Saturday,Budget-Spender,Peak,Low
370,1/19/2025,Udaipur,Rishikesh,6,2181,Winter,Etios,34896,13086,21810,Cash,347,Sunday,Mid-Spender,Peak,High
371,1/20/2025,Hyderabad,Udaipur,5,1500,Winter,Etios,24000,9000,15000,Card,301,Monday,Mid-Spender,Peak,Medium
372,1/21/2025,Jaipur,Odisha,5,1500,Winter,Shift Dizire,24000,9000,15000,Online,353,Tuesday,Mid-Spender,Peak,High
373,1/22/2025,Varanasi,Hyderabad,1,1607,Winter,Shift Dizire,25712,9642,16070,Card,141,Wednesday,Mid-Spender,Peak,Medium
374,1/23/2025,Goa,Chennai,4,1200,Winter,Innova,27600,9600,18000,Cash,90,Thursday,Mid-Spender,Peak,Low
375,1/24/2025,Chennai,Manali,2,611,Winter,Toyota Rumion,12831,4888,7943,Online,70,Friday,Budget-Spender,Peak,Low
376,1/25/2025,Goa,Agra,2,782,Winter,Shift Dizire,12512,4692,7820,Cash,286,Saturday,Budget-Spender,Peak,Low
377,1/26/2025,Chennai,Kolkata,7,2100,Winter,Toyota Rumion,44100,16800,27300,Cash,333,Sunday,High-Spender,Peak,Low
378,1/27/2025,Udaipur,Odisha,2,1402,Winter,Artica,26638,9814,16824,Card,52,Monday,Mid-Spender,Peak,High
379,1/28/2025,Jaipur,Shimla,4,1891,Winter,Artica,35929,13237,22692,Cash,161,Tuesday,Mid-Spender,Peak,Medium
380,1/29/2025,Varanasi,Mumbai,7,2100,Winter,Shift Dizire,33600,12600,21000,Cash,441,Wednesday,Mid-Spender,Peak,Medium
381,2/1/2025,Jaipur,Delhi,5,2254,Winter,Artica,42826,15778,27048,Card,426,Monday,High-Spender,Peak,High
382,2/2/2025,Kolkata,Goa,3,1053,Winter,Tata Zest,16848,6318,10530,Card,264,Tuesday,Budget-Spender,Peak,High
383,2/3/2025,Agra,Jaipur,4,1200,Winter,Artica,22800,8400,14400,Online,363,Wednesday,Budget-Spender,Peak,High
384,2/4/2025,Manali,Jaipur,2,2460,Winter,Crista,66420,24600,41820,Cash,383,Thursday,High-Spender,Peak,High
385,2/5/2025,Delhi,Hyderabad,7,2100,Winter,Toyota Rumion,44100,16800,27300,Online,366,Friday,High-Spender,Peak,Medium
386,2/6/2025,Delhi,Jaipur,7,2100,Winter,Aura,33600,12600,21000,Card,331,Saturday,Mid-Spender,Peak,High
387,2/7/2025,Shimla,Agra,5,1500,Winter,Crista,40500,15000,25500,Cash,98,Sunday,High-Spender,Peak,Low
388,2/8/2025,Agra,Rishikesh,1,2490,Winter,Artica,47310,17430,29880,Cash,269,Monday,High-Spender,Peak,High
389,2/9/2025,Pune,Chennai,6,1800,Winter,Crista,48600,18000,30600,Card,449,Tuesday,High-Spender,Peak,Low
390,2/10/2025,Udaipur,Odisha,5,1552,Winter,Crista,41904,15520,26384,Card,465,Wednesday,High-Spender,Peak,High
391,2/11/2025,Manali,Rishikesh,5,2261,Winter,Tata Zest,36176,13566,22610,Online,112,Thursday,Mid-Spender,Peak,High
392,2/12/2025,Pune,Shimla,4,1756,Winter,Carence,38632,14048,24584,Cash,479,Friday,Mid-Spender,Peak,Medium
393,2/13/2025,Hyderabad,Goa,5,2347,Winter,Shift Dizire,37552,14082,23470,Card,227,Saturday,Mid-Spender,Peak,High
394,2/14/2025,Udaipur,Rishikesh,1,698,Winter,Etios,11168,4188,6980,Cash,275,Sunday,Budget-Spender,Peak,High
395,2/15/2025,Chennai,Mumbai,3,2324,Winter,Toyota Rumion,48804,18592,30212,Online,160,Monday,High-Spender,Peak,Medium
396,2/16/2025,Pune,Goa,5,1500,Winter,Carence,33000,12000,21000,Online,372,Tuesday,Mid-Spender,Peak,High
397,2/17/2025,Udaipur,Rishikesh,2,1611,Winter,Etios,25776,9666,16110,Cash,83,Wednesday,Mid-Spender,Peak,High
398,2/18/2025,Odisha,Goa,2,1457,Winter,Innova,33511,11656,21855,Cash,228,Thursday,Mid-Spender,Peak,High
399,2/19/2025,Delhi,Chennai,3,2200,Winter,Innova,50600,17600,33000,Online,428,Friday,High-Spender,Peak,Low
400,2/20/2025,Agra,Kolkata,7,2100,Winter,Shift Dizire,33600,12600,21000,Card,88,Saturday,Mid-Spender,Peak,Low
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
